,,,,,,,,,,,,,,,URL REFERENCIAL,,,
DATA DE ATUALIZAÇÃO,,,,SITUAÇÃO,AGUARDANDO,,,VALOR TOTAL ESTIMADO:,,,,,,,,,,
CÓDIGO UNIVALI,,ITEM ,,CATEGORIA,,QUANTIDADE,,UNIDADES,,ESPECIFICAÇÃO,,,,,,,,Value
,,Imã,,ARTESANATO,,10,,UNIDADES,,Imã de neodinio formato de disco 10x1mm,,,,,https://www.lojadoima.com.br/ima-neodimio-disco-10x1-n35/p,,,"R$ 0,00"
,,Imã,,ARTESANATO,,30,,UNIDADES,,Imã formato de bloco 12x4x2mm,,,,,https://www.lojadoima.com.br/ima-neodimio-bloco-12x4x2-n35/p,,,"R$ 0,00"
,,Imã,,ARTESANATO,,10,,UNIDADES,,"Imã de neodinio adesivado formato de disco 10x0,6mm",,,,,https://www.lojadoima.com.br/ima-neodimio-disco-10x06-adesivado-n35/p,,,"R$ 0,00"
,,Placa de acrilico ,,ARTESANATO,,10,,UNIDADES,,Placa de acrilico transparente 3mm 100x50cm,,,,,http://www.lojadopoli.com/acrilico/transparente-cristal/2mm/placa-de-acrilico-transparente-100cm-x-50cm-espessura-2mm-chapa-de-acrilico-cristal-incolor?parceiro=7499&gclid=CjwKCAjw-vmkBhBMEiwAlrMeF-DRKt-EHjL2rm5stwTQx0Ih1oPDmJLh2LvwrPpW2hn3kqlAwwhavRoCojYQAvD_BwE,,,"R$ 0,00"
,,Tinta para tecido,,ARTESANATO,,3,,UNIDADES,,Tinta para tecido na cor preto,,,,,https://www.armarinhosaojose.com.br/tinta-acrilex-para-tecido-fosca-ref4125-250ml.23640.html,,,"R$ 0,00"
,,Tinta para tecido,,ARTESANATO,,3,,UNIDADES,,Tinta para tecido na cor azul,,,,,https://www.armarinhosaojose.com.br/tinta-acrilex-para-tecido-fosca-ref4125-250ml.23640.html,,,"R$ 0,00"
,,Tinta para tecido,,ARTESANATO,,3,,UNIDADES,,Tinta para tecido na cor vermelho,,,,,https://www.armarinhosaojose.com.br/tinta-acrilex-para-tecido-fosca-ref4125-250ml.23640.html,,,"R$ 23,49"
,,Tinta para tecido,,ARTESANATO,,3,,UNIDADES,,Tinta para tecido na cor amarelo,,,,,https://www.armarinhosaojose.com.br/tinta-acrilex-para-tecido-fosca-ref4125-250ml.23640.html,,,"R$ 23,49"
,,Tinta spray,,ARTESANATO,,2,,UNIDADES,,Tinta spray na cor Preto,,,,,https://www.armarinhosaojose.com.br/tinta-spray-brilhante-super-color-uso-geral-350ml--tekbond.57636.html,,,"R$ 23,49"
,,Tinta spray,,ARTESANATO,,2,,UNIDADES,,Tinta spray na cor azul,,,,,https://www.armarinhosaojose.com.br/tinta-spray-super-color-uso-geral-350ml--tekbond.61435.html,,,"R$ 23,49"
,,Tinta spray,,ARTESANATO,,2,,UNIDADES,,Tinta spray na cor Prata,,,,,https://www.armarinhosaojose.com.br/tinta-spray-brilhante-super-color-uso-geral-350ml--tekbond.57636.html,,,"R$ 23,89"
,,Tinta spray,,ARTESANATO,,2,,UNIDADES,,Tinta spray na cor branca,,,,,https://www.armarinhosaojose.com.br/tinta-spray-brilhante-super-color-uso-geral-350ml--tekbond.57636.html,,,"R$ 23,89"
,,Tinta spray,,ARTESANATO,,2,,UNIDADES,,Tinta spray na cor vermelha,,,,,https://www.armarinhosaojose.com.br/tinta-spray-super-color-uso-geral-350ml--tekbond.61435.html,,,"R$ 23,89"
,,Clips,,ARTESANATO,,1,,CAIXA,,"Clips Galvanizado, Aço 2 1100 Unidades",,,,,https://www.amazon.com.br/Bacchi-10032-Clips-Galvanizado-Multicolor/dp/B0778S86G5/ref=asc_df_B0778S86G5/?tag=googleshopp00-20&linkCode=df0&hvadid=379816281275&hvpos=&hvnetw=g&hvrand=13331891888027102772&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9102254&hvtargid=pla-914178903534&psc=1,,,"R$ 23,89"
,,Clips ,,ARTESANATO,,2,,CAIXA,,Clips colorido tamanho 2 caixa com 50 Unidades,,,,,https://www.amazon.com.br/Bacchi-10032-Clips-Galvanizado-Multicolor/dp/B0778S86G5/ref=asc_df_B0778S86G5/?tag=googleshopp00-20&linkCode=df0&hvadid=379816281275&hvpos=&hvnetw=g&hvrand=6120121451704374154&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9102260&hvtargid=pla-914178903534&psc=1,,,"R$ 23,89"
,,Abraçadeira,,ARTESANATO,,5,,PACOTES,,"Abraçadeira de nylon Abraçadeira Nylon 200X2,5 Branco",,,,,https://www.amazon.com.br/Clips-Colorido-com-Unidades-BRW/dp/B091ZDJPN3/ref=asc_df_B091ZDJPN3/?tag=googleshopp00-20&linkCode=df0&hvadid=379727275174&hvpos=&hvnetw=g&hvrand=6120121451704374154&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9102260&hvtargid=pla-1720161618399&psc=1,,,"R$ 0,00"
,,Grampeador,,ARTESANATO,,1,,UNIDADES,,Grampeador Manual Em Plastico Para Grampos Tipo 53 De 8mm,,,,,https://www.amazon.com.br/Grampeador-Tapeceiro-Profissional-Fertak-Tools/dp/B079Z8DC21/ref=asc_df_B079Z8DC21/?tag=googleshopp00-20&linkCode=df0&hvadid=379787065820&hvpos=&hvnetw=g&hvrand=11930890319011711721&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9102254&hvtargid=pla-1426598029096&psc=1,,,"R$ 0,00"
